athlete,HANDS,LOWER_ARMS,UPPER_ARMS,UPPER_TRUNK,MIDDLE_TRUNK,LOWER_TRUNK,PELVIS,HEAD,R_THIGH,R_SHANK,R_FOOT,L_THIGH,L_SHANK,L_FOOT,total_mass
433,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
434,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
435,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
436,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
437,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
438,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
439,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
440,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
441,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
442,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
443,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
444,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
445,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
446,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
447,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
448,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
449,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
450,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
451,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
452,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
453,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
454,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
455,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
456,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
457,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
458,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
459,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
460,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
461,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
462,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
463,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
464,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
465,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
466,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
467,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
468,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
469,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
470,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
471,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
472,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
473,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
474,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
475,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
476,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
477,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
478,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
479,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
480,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
481,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
482,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
483,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
484,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
485,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
486,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
487,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
488,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
489,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
490,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
491,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
492,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
493,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
494,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
495,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
496,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
497,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
498,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
499,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
500,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
501,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
502,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
503,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
504,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
505,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
506,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
507,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
508,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
509,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
510,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
511,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
512,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
513,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
514,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
515,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
516,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
517,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
518,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
519,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
520,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
521,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
522,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
523,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
524,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
525,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
526,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
527,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
528,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
529,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
530,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
531,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
532,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
533,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
534,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
535,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
536,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
537,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
538,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
539,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
540,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
541,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
542,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
543,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
544,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
545,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
546,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
547,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
548,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
549,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
550,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
551,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
552,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
553,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
554,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
555,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
556,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
557,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
558,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
559,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
560,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
561,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
562,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
563,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
564,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
565,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
566,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
567,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
568,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
569,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
570,0.7884800000000001,1.94304,3.5904000000000003,10.876800000000001,10.313600000000001,8.778880000000001,0.0,4.70976,10.40512,3.38624,0.9081600000000001,10.40512,3.38624,0.9081600000000001,70.4
