athlete,HANDS,LOWER_ARMS,UPPER_ARMS,UPPER_TRUNK,MIDDLE_TRUNK,LOWER_TRUNK,PELVIS,HEAD,R_THIGH,R_SHANK,R_FOOT,L_THIGH,L_SHANK,L_FOOT,total_mass
154,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
155,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
156,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
157,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
158,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
159,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
160,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
161,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
162,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
163,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
164,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
165,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
166,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
167,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
168,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
169,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
170,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
171,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
172,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
173,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
174,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
175,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
176,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
177,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
178,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
179,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
180,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
181,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
182,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
183,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
184,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
185,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
186,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
187,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
188,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
189,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
190,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
191,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
192,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
193,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
194,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
195,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
196,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
197,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
198,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
199,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
200,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
201,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
202,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
203,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
204,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
205,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
206,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
207,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
208,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
209,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
210,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
211,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
212,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
213,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
214,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
215,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
216,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
217,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
218,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
219,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
220,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
221,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
222,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
223,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
224,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
225,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
226,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
227,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
228,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
229,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
230,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
231,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
232,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
233,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
234,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
235,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
236,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
237,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
238,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
239,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
240,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
241,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
242,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
243,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
244,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
245,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
246,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
247,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
248,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
249,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
250,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
251,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
252,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
253,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
254,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
255,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
256,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
257,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
258,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
259,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
260,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
261,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
262,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
263,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
264,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
265,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
266,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
267,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
268,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
269,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
270,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
271,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
272,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
273,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
274,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
275,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
276,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
277,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
278,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
279,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
280,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
281,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
282,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
283,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
284,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
285,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
286,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
287,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
